rank;french;engl;example_french;example_engl
5971;festivalier;festival goer;;
5972;émouvant;moving;;
5973;reproduction;reproduction;;
5974;chouette;owl;;
5975;penguin;penguin;;
5976;licencier;dismiss;;
5977;redressement;recovery;;
5978;delphine;delphine;;
5979;brièvement;briefly;;
5980;boursier;scholarship holder;;
5981;hydrocarbure;hydrocarbon;;
5982;délinquant;offender;;
5983;parcelle;plot;;
5984;audrey;audrey;;
5985;fructueux;successful;;
5986;corridor;corridor;;
5987;détection;detection;;
5988;gaëtan;gaetan;;
5989;couronner;crown;;
5990;mortalité;mortality;;
5991;répertoire;directory;;
5992;aisément;easily;;
5993;inflation;inflation;;
5994;nantes;nantes;;
5995;pesticide;pesticide;;
5996;gastronomie;gastronomy;;
5997;déguster;taste;;
5998;sabotage;sabotage;;
5999;dénonciation;denunciation;;
6000;dallas;dallas;;
6001;intérimaire;interim;;
6002;sydney;Sydney;;
6003;géorgien;Georgian;;
6004;durablement;sustainably;;
6005;jinping;jinping;;
6006;aurélien;aurelien;;
6007;santiago;santiago;;
6008;watch;watch;;
6009;abondant;abundant;;
6010;édifice;building;;
6011;compliquer;complicate;;
6012;longuement;at length;;
6013;xv;xvi;;
6014;coopératif;cooperative;;
6015;jon;Jon;;
6016;faut;must;;
6017;particule;particle;;
6018;bros;bros;;
6019;mohammad;mohammad;;
6020;lycéen;high school student;;
6021;fonctionnel;functional;;
6022;retourne;returns;;
6023;laitier;milkman;;
6024;champignon;mushroom;;
6025;assureur;insurer;;
6026;éléphant;elephant;;
6027;portail;portal;;
6028;marcus;Marcus;;
6029;créneau;niche;;
6030;orban;orban;;
6031;envergure;wingspan;;
6032;halle;hall;;
6033;résolument;resolutely;;
6034;dolby;dolby;;
6035;disperser;disperse;;
6036;flambée;outbreak;;
6037;arménien;Armenian;;
6038;fièrement;proudly;;
6039;tweet;tweet;;
6040;mini;mini;;
6041;ismaïl;ismail;;
6042;réguler;regulate;;
6043;trailer;trailer;;
6044;réfugier;refuge;;
6045;mince;thin;;
6046;palette;palette;;
6047;douzaine;dozen;;
6048;incapacité;inability;;
6049;convoiter;covet;;
6050;gnassingbé;gnassingbé;;
6051;cool;cool;;
6052;thé;tea;;
6053;métropolitain;metropolitan;;
6054;antenne;antenna;;
6055;audit;audit;;
6056;pépite;nugget;;
6057;costa;costa;;
6058;voisinage;neighborhood;;
6059;sarkozy;sarkozy;;
6060;kharkiv;kharkiv;;
6061;marches;steps;;
6062;guerrier;warrior;;
6063;vouer;to vow;;
6064;statuer;rule;;
6065;forage;drilling;;
6066;amélie;amelie;;
6067;kyle;kyle;;
6068;couture;sewing;;
6069;télécommunications;telecommunications;;
6070;choguel;chogel;;
6071;fulgurant;dazzling;;
6072;amuser;amuse;;
6073;téléviseur;TV;;
6074;irak;Iraq;;
6075;exposant;exponent;;
6076;maternité;maternity;;
6077;directif;directive;;
6078;kane;kane;;
6079;flambeau;torch;;
6080;husky;husky;;
6081;riemer;riemer;;
6082;gta;gta;;
6083;égaler;equal;;
6084;prescrire;prescribe;;
6085;austin;Austin;;
6086;corporel;bodily;;
6087;alpin;alpine;;
6088;incendier;set fire;;
6089;hadj;hajj;;
6090;tarifaire;tariff;;
6091;bretagne;Brittany;;
6092;rsca;rsca;;
6093;dg;dg;;
6094;young;young;;
6095;fast;fast;;
6096;trail;trail;;
6097;passerell;gateway;;
6098;cuisson;cooking;;
6099;sillonner;crisscross;;
6100;novateur;innovative;;
6101;botte;boot;;
6102;mentalement;mentally;;
6103;trottinette;scooter;;
6104;scander;chant;;
6105;renard;fox;;
6106;lg;lg;;
6107;systématique;systematic;;
6108;bâti;built;;
6109;donetsk;donetsk;;
6110;terreur;terror;;
6111;épique;epic;;
6112;crue;raw;;
6113;gilet;vest;;
6114;morgan;Morgan;;
6115;familier;familiar;;
6116;sanglant;bloody;;
6117;brugeois;bruges;;
6118;foudre;lightning;;
6119;exclusivité;exclusivity;;
6120;baleine;whale;;
6121;gentil;kind;;
6122;métallique;metallic;;
6123;isaac;isaac;;
6124;contour;outline;;
6125;serigne;serigne;;
6126;complication;complication;;
6127;flot;flow;;
6128;ai;ai;;
6129;billie;billie;;
6130;cohérence;consistency;;
6131;renom;fame;;
6132;ralenti;slow motion;;
6133;brahim;brahim;;
6134;quadragénaire;forty-year-old;;
6135;palpable;palpable;;
6136;néfaste;harmful;;
6137;carl;carl;;
6138;invisible;invisible;;
6139;francs;francs;;
6140;certification;certification;;
6141;soft;soft;;
6142;chœur;choir;;
6143;fredericton;Fredericton;;
6144;cécile;Cécile;;
6145;passif;passive;;
6146;taïwanais;Taiwanese;;
6147;équipage;crew;;
6148;variante;variant;;
6149;sandra;sandra;;
6150;pathologie;pathology;;
6151;uccle;uccle;;
6152;calgary;calgary;;
6153;copa;copa;;
6154;béninois;Beninese;;
6155;ethnique;ethnic;;
6156;thérapie;therapy;;
6157;alarmant;alarming;;
6158;embrasser;to kiss;;
6159;salah;salah;;
6160;chanceux;lucky;;
6161;aigu;acute;;
6162;quelconque;any;;
6163;commercialisation;marketing;;
6164;viable;viable;;
6165;power;power;;
6166;colorado;Colorado;;
6167;eiffel;eiffel;;
6168;édouard;Edward;;
6169;archéologique;archaeological;;
6170;colruyt;colruyt;;
6171;avancé;advance;;
6172;léo;leo;;
6173;perle;pearl;;
6174;store;blind;;
6175;will;will;;
6176;centrer;center;;
6177;sonder;probe;;
6178;ron;ron;;
6179;jus;juice;;
6180;redécouvrir;rediscover;;
6181;caq;caq;;
6182;défaillance;failure;;
6183;wavre;wavre;;
6184;hériter;inherit;;
6185;parcell;plot;;
6186;judo;judo;;
6187;indépendantiste;independentist;;
6188;substantiel;substantial;;
6189;éphémère;short-lived;;
6190;démolir;demolish;;
6191;tranquillement;calmly;;
6192;jacqueline;jacqueline;;
6193;vecteur;vector;;
6194;boulangerie;bakery;;
6195;envoler;fly away;;
6196;courbe;curve;;
6197;diane;diana;;
6198;nétanyahou;netanyahu;;
6199;croate;Croatian;;
6200;carolo;carolo;;
6201;malin;clever;;
6202;révolutionner;revolutionize;;
6203;frôler;brush;;
6204;timide;shy;;
6205;shark;shark;;
6206;fiabilité;reliability;;
6207;simplification;simplification;;
6208;populiste;populist;;
6209;recteur;rector;;
6210;météorologie;meteorology;;
6211;raoul;raoul;;
6212;subsister;subsist;;
6213;dauphin;dolphin;;
6214;basketball;basketball;;
6215;gaulle;gaulle;;
6216;tribu;tribe;;
6217;poumon;lung;;
6218;restaurateur;restaurateur;;
6219;pointage;pointing;;
6220;exacerber;exacerbate;;
6221;psychiatrique;psychiatric;;
6222;bannir;ban;;
6223;romantique;romantic;;
6224;ombre;shadow;;
6225;home;home;;
6226;pancarte;sign;;
6227;deschamps;deschamps;;
6228;talon;heel;;
6229;bougie;candle;;
6230;émeute;riot;;
6231;kelly;Kelly;;
6232;occasionner;cause;;
6233;misère;misery;;
6234;michelle;michelle;;
6235;prescription;prescription;;
6236;plaisant;pleasant;;
6237;extrait;extract;;
6238;simultanément;simultaneously;;
6239;arc;bow;;
6240;pablo;pablo;;
6241;astuce;trick;;
6242;meuse;meuse;;
6243;michigan;Michigan;;
6244;fouet;whip;;
6245;militer;campaign;;
6246;good;good;;
6247;emprisonner;imprison;;
6248;entrave;hindrance;;
6249;finlandais;Finnish;;
6250;anime;anime;;
6251;notification;notification;;
6252;younès;younes;;
6253;syndicaliste;trade unionist;;
6254;répondant;respondent;;
6255;décombre;rubble;;
6256;tubize;tubize;;
6257;ennui;boredom;;
6258;tiger;tiger;;
6259;consentir;consent;;
6260;étendue;extent;;
6261;altercation;altercation;;
6262;cij;cij;;
6263;palier;landing;;
6264;barça;barça;;
6265;inspection;inspection;;
6266;rébellion;rebellion;;
6267;sultan;sultan;;
6268;abusif;abusive;;
6269;politologue;political scientist;;
6270;socle;base;;
6271;doha;doha;;
6272;malick;malick;;
6273;surgir;arise;;
6274;lhjmq;lhjmq;;
6275;vingegaard;vingegaard;;
6276;noble;noble;;
6277;diversification;diversification;;
6278;brandt;brandt;;
6279;absurde;absurd;;
6280;joel;joel;;
6281;haniyeh;haniyeh;;
6282;soigneusement;thoroughly;;
6283;embaucher;to hire;;
6284;dati;date;;
6285;blues;blues;;
6286;subtil;subtle;;
6287;ensoleiller;sunshine;;
6288;professionnalisme;professionalism;;
6289;house;house;;
6290;rodriguez;rodriguez;;
6291;life;life;;
6292;nordique;Nordic;;
6293;restituer;restore;;
6294;protecteur;protective;;
6295;cuivre;copper;;
6296;rêner;rein;;
6297;clara;clara;;
6298;pantalon;pants;;
6299;dominant;dominant;;
6300;hormi;except;;
6301;arizona;Arizona;;
6302;vietnam;Vietnam;;
6303;dessinateur;designer;;
6304;narratif;narrative;;
6305;vigne;vine;;
6306;baignade;bathing;;
6307;désireux;eager;;
6308;étroitement;closely;;
6309;arranger;arrange;;
6310;pardonner;forgive;;
6311;coupée;cut off;;
6312;android;android;;
6313;déclenchement;trigger;;
6314;inaperçu;unnoticed;;
6315;mercur;mercury;;
6316;londonien;Londoner;;
6317;stellantis;stellaris;;
6318;lyonnais;Lyonnais;;
6319;anecdote;anecdote;;
6320;coude;elbow;;
6321;nadia;nadia;;
6322;empire;empire;;
6323;plébisciter;to plebiscite;;
6324;wolverine;wolverine;;
6325;nid;nest;;
6326;dubois;dubois;;
6327;co;co;;
6328;soudanais;Sudanese;;
6329;disciplinaire;disciplinary;;
6330;marqueur;marker;;
6331;immigré;immigrant;;
6332;cœurs;hearts;;
6333;soupe;soup;;
6334;ppe;ppe;;
6335;vatican;Vatican;;
6336;min;min;;
6337;parrainage;sponsorship;;
6338;insulter;insult;;
6339;niamey;niamey;;
6340;dénommer;to name;;
6341;égypte;Egypt;;
6342;premium;premium;;
6343;fusionner;merge;;
6344;thiam;thiam;;
6345;pesant;weighing;;
6346;molenbeek;molenbeek;;
6347;parrain;godfather;;
6348;blanchir;whiten;;
6349;réveil;awakening;;
6350;signalisation;signage;;
6351;merveill;marvel;;
6352;généraliste;generalist;;
6353;négligence;neglect;;
6354;spw;spw;;
6355;sonia;sonia;;
6356;redoubler;repeat;;
6357;elizabeth;elizabeth;;
6358;herbe;grass;;
6359;fiat;fiat;;
6360;garcia;garcia;;
6361;slovaque;Slovak;;
6362;quinquagénaire;fifty-year-old;;
6363;pep;pep;;
6364;mentor;mentor;;
6365;leko;leko;;
6366;mandature;mandate;;
6367;majesté;majesty;;
6368;cd;CD;;
6369;léonard;leonard;;
6370;citation;quote;;
6371;réchauffer;warm;;
6372;freebox;freebox;;
6373;assembler;assemble;;
6374;retrait;withdrawal;;
6375;capteur;sensor;;
6376;juré;sworn;;
6377;faction;faction;;
6378;combustible;fuel;;
6379;télécharger;download;;
6380;sympathique;friendly;;
6381;knights;knights;;
6382;théo;theo;;
6383;enregistrement;registration;;
6384;braine;braine;;
6385;audiovisuel;audio-visual;;
6386;décalage;gap;;
6387;havre;haven;;
6388;dôme;dome;;
6389;primoz;primoz;;
6390;dupont;dupont;;
6391;inverse;reverse;;
6392;simplicité;simplicity;;
6393;africains;African;;
6394;densité;density;;
6395;vierge;virgin;;
6396;expulsion;expulsion;;
6397;hollywoodien;Hollywood;;
6398;générosité;generosity;;
6399;giro;giro;;
6400;colorer;color;;
6401;parental;parental;;
6402;prophète;prophet;;
6403;négligeable;negligible;;
6404;confidentiel;confidential;;
6405;répertorier;list;;
6406;endosser;endorse;;
6407;ahidar;ahidar;;
6408;ve;ve;;
6409;pub;pub;;
6410;ch;ch;;
6411;douteux;doubtful;;
6412;marbre;marble;;
6413;repasser;iron;;
6414;jared;jared;;
6415;colle;glue;;
6416;supériorité;superiority;;
6417;mauves;purple;;
6418;transversal;transverse;;
6419;collectionneur;collector;;
6420;contraignant;binding;;
6421;sévèrement;severely;;
6422;dead;dead;;
6423;écosystème;ecosystem;;
6424;rts;rts;;
6425;léa;leah;;
6426;whatsapp;whatsapp;;
6427;olivia;olivia;;
6428;fed;fed;;
6429;harvey;harvey;;
6430;localisation;location;;
6431;probabilité;probability;;
6432;plaidoyer;advocacy;;
6433;capsule;capsule;;
6434;mercenaire;mercenary;;
6435;maïs;but;;
6436;allonger;lengthen;;
6437;illimité;unlimited;;
6438;malheur;misfortune;;
6439;constatation;observation;;
6440;sexiste;sexist;;
6441;alléger;alleviate;;
6442;hidalgo;hidalgo;;
6443;aliou;aliou;;
6444;boycott;boycott;;
6445;plomb;lead;;
6446;pardon;pardon;;
6447;émergent;emerging;;
6448;banal;banal;;
6449;insolite;unusual;;
6450;craquer;crack;;
6451;helvétique;Swiss;;
6452;startup;startup;;
6453;doumbouya;doumbouya;;
6454;planétaire;planetary;;
6455;alien;alien;;
6456;techniquement;technically;;
6457;pakistan;Pakistan;;
6458;timing;timing;;
6459;malgache;Malagasy;;
6460;prône;advocate;;
6461;normalisation;standardization;;
6462;calibre;caliber;;
6463;suppléant;substitute;;
6464;quiconqu;anyone;;
6465;bouchon;cork;;
6466;harceler;harass;;
6467;shadow;shadow;;
6468;porsche;porsche;;
6469;légalement;legally;;
6470;triompher;triumph;;
6471;mélodie;melody;;
6472;facto;facto;;
6473;comptoir;counter;;
6474;rpg;RPG;;
6475;destitution;impeachment;;
6476;rotation;rotation;;
6477;gastronomique;gourmet;;
6478;studios;studios;;
6479;triathlon;triathlon;;
6480;love;love;;
6481;parier;bet;;
6482;brevet;patent;;
6483;relâche;released;;
6484;révolte;revolt;;
6485;toulon;toulon;;
6486;plongeur;diver;;
6487;philosophe;philosopher;;
6488;carter;carter;;
6489;syndrome;syndrome;;
6490;mcu;mcu;;
6491;ébranler;shake;;
6492;dépeindre;depict;;
6493;tanzanie;Tanzania;;
6494;soudainement;suddenly;;
6495;judicieux;judicious;;
6496;onusien;UN;;
6497;gisement;deposit;;
6498;entrevoir;glimpse;;
6499;taxation;taxation;;
6500;dotation;endowment;;
6501;irakien;Iraqi;;
6502;patriotique;patriotic;;
6503;juliette;juliet;;
6504;stefan;stefan;;
6505;river;river;;
6506;concessionnaire;dealer;;
6507;guérir;heal;;
6508;oumar;oumar;;
6509;traversée;crossing;;
6510;directive;directive;;
6511;eddy;eddy;;
6512;détroit;strait;;
6513;luca;Luca;;
6514;humeur;mood;;
6515;centenaire;centenary;;
6516;tyler;Tyler;;
6517;maigre;skinny;;
6518;trahir;betray;;
6519;mpox;mpox;;
6520;rishi;rishi;;
6521;soumission;submission;;
6522;bol;bowl;;
6523;subsaharien;sub-Saharan;;
6524;abbas;abbas;;
6525;delhaize;delhaize;;
6526;signataire;signatory;;
6527;lésion;lesion;;
6528;comptabiliser;count;;
6529;votant;voting;;
6530;éponyme;eponym;;
6531;airbus;airbus;;
6532;cartel;cartel;;
6533;différer;differ;;
6534;étiquette;label;;
6535;restitution;restitution;;
6536;farine;flour;;
6537;rd;rd;;
6538;keir;keir;;
6539;consultatif;advisory;;
6540;patronal;employer;;
6541;ancêtre;ancestor;;
6542;sénateurs;senators;;
6543;oliver;oliver;;
6544;budapest;budapest;;
6545;peugeot;peugeot;;
6546;bce;bce;;
6547;dominic;dominic;;
6548;assists;assists;;
6549;jésus;Jesus;;
6550;paisible;peaceful;;
6551;phil;phil;;
6552;patrimonial;heritage;;
6553;horrible;horrible;;
6554;réquisition;requisition;;
6555;picard;picard;;
6556;regorger;overflow;;
6557;contacté;contacted;;
6558;blockbuster;blockbuster;;
6559;synergie;synergy;;
6560;crâne;skull;;
6561;dingue;crazy;;
6562;ludivine;ludivine;;
6563;chirurgie;surgery;;
6564;brique;brick;;
6565;comique;comic;;
6566;abaisser;lower;;
6567;cassation;cassation;;
6568;ian;Ian;;
6569;veto;veto;;
6570;indéniable;undeniable;;
6571;rétention;retention;;
6572;lopez;lopez;;
6573;bataillon;battalion;;
6574;night;night;;
6575;mouscron;mouscron;;
6576;lacune;gap;;
6577;banderole;banner;;
6578;positivement;positively;;
6579;câbl;cable;;
6580;débrouiller;sort out;;
6581;beurr;butter;;
6582;asséner;strike;;
6583;substitut;substitute;;
6584;yoon;yoon;;
6585;suggestion;suggestion;;
6586;bug;bug;;
6587;cristiano;cristiano;;
6588;cascade;cascade;;
6589;depardieu;depardieu;;
6590;hbo;hbo;;
6591;fraterniter;fraternize;;
6592;manette;controller;;
6593;ciblé;target;;
6594;unanime;unanimous;;
6595;étatique;state;;
6596;mbaye;mbaye;;
6597;descendant;descending;;
6598;naples;Naples;;
6599;validation;validation;;
6600;loge;lodge;;
6601;préjugé;prejudice;;
6602;accélération;acceleration;;
6603;fbi;FBI;;
6604;chantal;chantal;;
6605;payant;paid;;
6606;péri;perished;;
6607;saïed;saïed;;
6608;bourgeois;bourgeois;;
6609;raviver;revive;;
6610;marina;marina;;
6611;favorite;favorite;;
6612;malveillant;malicious;;
6613;matelas;mattress;;
6614;dos;back;;
6615;méfier;distrust;;
6616;maîtresse;mistress;;
6617;laine;wool;;
6618;bilingue;bilingual;;
6619;plaidoirie;pleading;;
6620;brun;brown;;
6621;provisoirement;temporarily;;
6622;bouchard;bouchard;;
6623;bétail;cattle;;
6624;cran;notch;;
6625;madison;madison;;
6626;patronne;boss;;
6627;claquer;slam;;
6628;jadis;formerly;;
6629;caution;deposit;;
6630;supplément;supplement;;
6631;nuancer;nuance;;
6632;souscrire;subscribe;;
6633;obama;obama;;
6634;modem;modem;;
6635;plaie;wound;;
6636;agissement;action;;
6637;injustice;injustice;;
6638;fribourg;friborg;;
6639;sonnette;doorbell;;
6640;thaïlande;Thailand;;
6641;lorraine;lorraine;;
6642;chemise;shirt;;
6643;hugh;hugh;;
6644;septuagénaire;septuagenarian;;
6645;captiver;captivate;;
6646;pertinence;relevance;;
6647;normand;Norman;;
6648;réserviste;reservist;;
6649;qr;qr;;
6650;intégral;integral;;
6651;single;single;;
6652;assaut;assault;;
6653;traîne;train;;
6654;rejouer;replay;;
6655;proactif;proactive;;
6656;prélever;take;;
6657;gérant;manager;;
6658;digitalisation;digitalization;;
6659;british;british;;
6660;rhétorique;rhetoric;;
6661;engouement;craze;;
6662;digérer;digest;;
6663;apport;contribution;;
6664;dérogation;exemption;;
6665;facette;facet;;
6666;guterres;guterres;;
6667;planning;planning;;
6668;préférable;preferable;;
6669;rayonnement;radiation;;
6670;ambitionne;ambition;;
6671;sahraoui;Sahrawi;;
6672;grer;manage;;
6673;maduro;maduro;;
6674;sympa;nice;;
6675;koen;koen;;
6676;passation;handover;;
6677;grade;grade;;
6678;déverser;pour out;;
6679;drastique;drastic;;
6680;spacex;spacex;;
6681;participante;participant;;
6682;saturer;saturate;;
6683;abuser;abuse;;
6684;leipzig;leipzig;;
6685;souris;mouse;;
6686;sagesse;wisdom;;
6687;pauline;Pauline;;
6688;attribution;attribution;;
6689;boys;boys;;
6690;piquer;sting;;
6691;lucien;Lucien;;
6692;niche;niche;;
6693;brave;brave;;
6694;grands;big;;
6695;bayer;bayer;;
6696;inspiration;inspiration;;
6697;sexualité;sexuality;;
6698;punition;punishment;;
6699;convivialité;friendliness;;
6700;imputer;impute;;
6701;para;para;;
6702;fred;Fred;;
6703;brute;bully;;
6704;destructeur;destructive;;
6705;inaccessible;inaccessible;;
6706;fragilité;fragility;;
6707;autriche;Austria;;
6708;manu;manu;;
6709;décidément;definitely;;
6710;composant;component;;
6711;grotte;cave;;
6712;bienfait;benefit;;
6713;sublime;sublime;;
6714;raquette;racket;;
6715;marianne;marianne;;
6716;libyen;Libyan;;
6717;jupiler;jupiler;;
6718;tranquillité;tranquility;;
6719;tshisekedi;tshisekedi;;
6720;muscler;build muscle;;
6721;musculaire;muscular;;
6722;bonjour;Good morning;;
6723;tangible;tangible;;
6724;yéménite;Yemenite;;
6725;abu;abu;;
6726;sofia;Sofia;;
6727;cellulaire;cellular;;
6728;poitrine;chest;;
6729;fernando;fernando;;
6730;gp;GP;;
6731;diouf;diouf;;
6732;représentatif;representative;;
6733;valentin;valentine;;
6734;loire;Loire;;
6735;frappeur;hitter;;
6736;sifflet;whistle;;
6737;moquer;mock;;
6738;jumeau;twin;;
6739;edouard;Edward;;
6740;conditionner;condition;;
6741;gazon;grass;;
6742;sacrifier;sacrifice;;
6743;plate;flat;;
6744;antiterroriste;anti-terrorist;;
6745;barbecue;barbecue;;
6746;briguer;run for office;;
6747;russell;Russell;;
6748;mad;mad;;
6749;yahya;yahya;;
6750;honnêtement;honestly;;
6751;lie;related;;
6752;norris;norris;;
6753;soif;thirsty;;
6754;votation;voting;;
6755;deviner;guess;;
6756;séminair;seminar;;
6757;holding;holding;;
6758;tournure;twist;;
6759;passionnant;exciting;;
6760;aurélie;aurelie;;
6761;légiste;pathologist;;
6762;mafia;mafia;;
6763;cuisiner;cook;;
6764;schengen;schengen;;
6765;champs;fields;;
6766;approvisionnement;supply;;
6767;mac;mac;;
6768;silhouette;silhouette;;
6769;concurrente;competitor;;
6770;gold;gold;;
6771;élisabeth;Elizabeth;;
6772;dispenser;dispense;;
6773;cambriolage;burglary;;
6774;supermarcher;supermarket;;
6775;border;border;;
6776;hérité;inherited;;
6777;metal;metal;;
6778;télécommunication;telecommunication;;
6779;greg;greg;;
6780;gâcher;spoil;;
6781;rer;rer;;
6782;entrepôt;warehouse;;
6783;réaménagement;redevelopment;;
6784;laser;laser;;
6785;tremblay;Tremblay;;
6786;pluvieux;rainy;;
6787;pharmacien;pharmacist;;
6788;gps;gps;;
6789;minerai;ore;;
6790;xxi;xxx;;
6791;my;my;;
6792;eva;eva;;
6793;féroce;fierce;;
6794;belgium;Belgium;;
6795;relief;relief;;
6796;enfoncer;push;;
6797;immigrant;immigrant;;
6798;claudia;Claudia;;
6799;joker;joker;;
6800;enfer;hell;;
6801;narendrer;narend;;
6802;échevine;alderwoman;;
6803;irresponsable;irresponsible;;
6804;mertens;mertens;;
6805;assaillant;assailant;;
6806;imaginaire;imaginary;;
6807;natal;native;;
